Ident,Type,Name,Elevation_ft,Continent,Iso_country,Iso_region,Municipality,Gps_code,Local_code,Coordinates
BR-0930,heliport,Yamana Gold Heliport,2136.0,SA,BR,BR-BA,Jacobina,BR-0930,BR-0930,"-40.518416, -11.259879"
BR-0931,heliport,Fazenda Porto Rancho Heliport,374.0,SA,BR,BR-BA,Santa Cruz CabrÃ¡lia,BR-0931,BR-0931,"-39.320206, -16.373758"
BR-0932,small_airport,Flights Ranch Airstrip,1883.0,SA,BR,BR-BA,Santana,BR-0932,BR-0932,"-44.060617, -13.006439"
BR-0933,small_airport,Areia Branca Airport,2320.0,SA,BR,BR-MT,Alto Araguaia,BR-0933,BR-0933,"-53.254711, -17.27798"
BR-0934,small_airport,Fazenda Ãgua Boa Airport,801.0,SA,BR,BR-MS,AnastÃ¡cio,BR-0934,BR-0934,"-55.643582, -20.86007"
BR-0935,small_airport,Fazenda SararÃ© Airport,925.0,SA,BR,BR-MT,Conquista d`Oeste,BR-0935,BR-0935,"-59.346624, -14.788268"
BR-0936,small_airport,Fazenda Vista Linda  Airport,52.0,SA,BR,BR-BA,Mucuri,BR-0936,BR-0936,"-39.594353, -18.146774"
BR-0937,heliport,Kekafly III Helipad,262.0,SA,BR,BR-SC,Brusque,BR-0937,BR-0937,"-48.916272, -27.107661"
BR-0938,small_airport,Fazenda BelizÃ¡rio Airport,2474.0,SA,BR,BR-BA,RiachÃ£o das Neves,BR-0938,BR-0938,"-45.728645, -11.526303"
BR-0939,small_airport,Big Master Airport,1138.0,SA,BR,BR-MT,TangarÃ¡ da Serra,BR-0939,BR-0939,"-57.608147, -14.63693"
BR-0940,heliport,LytorÃ¢nea Heliport,75.0,SA,BR,BR-RJ,ItaguaÃ­,BR-0940,BR-0940,"-43.748347, -22.862905"
BR-0941,small_airport,Fazenda Santa Clara Airport,2037.0,SA,BR,BR-PI,Bom Jesus,BR-0941,BR-0941,"-45.048215, -9.188559"
BR-0942,small_airport,Fazenda Tabaroa Airport,2149.0,SA,BR,BR-SP,Ãguas de Santa BÃ¡rbara,BR-0942,BR-0942,"-49.269128, -22.7976"
BR-0943,heliport,VOCP Helipad,2661.0,SA,BR,BR-SP,SÃ£o Paulo,BR-0943,BR-0943,"-46.688983, -23.594503"
BR-0944,heliport,Monte das AcÃ¡cias Heliport,1526.0,SA,BR,BR-PE,GravatÃ¡,BR-0944,BR-0944,"-35.544882, -8.219883"
BR-0945,small_airport,Dois Rios Airport,236.0,SA,BR,BR-AM,HumaitÃ¡,BR-0945,BR-0945,"-62.814347, -7.564006"
BR-0946,small_airport,Fazenda Santo Expedito IV Airport,1158.0,SA,BR,BR-TO,Rio Sono,BR-0946,BR-0946,"-47.305152, -9.836388"
BR-0947,heliport,Punta Del Este Heliport,3071.0,SA,BR,BR-PR,Sertaneja,BR-0947,BR-0947,"-50.994968, -22.808821"
BR-0948,heliport,Canto da Praia Helipad,3.0,SA,BR,BR-SC,Itapema,BR-0948,BR-0948,"-48.60468, -27.093711"
BR-0949,small_airport,Fazenda Imperial Airport,1621.0,SA,BR,BR-PI,SebastiÃ£o Leal,BR-0949,BR-0949,"-44.069167, -7.850249"
BR-0950,heliport,Honda AutomÃ³veis Heliport,2083.0,SA,BR,BR-SP,SumarÃ©,BR-0950,BR-0950,"-47.193392, -22.834015"
BR-0951,heliport,Marina IgararecÃª Helipad,23.0,SA,BR,BR-SP,SÃ£o SebastiÃ£o,BR-0951,BR-0951,"-45.403039, -23.768241"
BR-0952,small_airport,Fazenda Siriema Airport,505.0,SA,BR,BR-MT,Santo AntÃ´nio do Leverger,BR-0952,BR-0952,"-55.838125, -15.847588"
BR-0953,small_airport,AviaÃ§Ã£o AgrÃ­cola Manain Airport,1204.0,SA,BR,BR-MT,Sinop,BR-0953,BR-0953,"-55.359073, -11.754112"
BR-0954,small_airport,Fazenda Morro Vermelho Airport,2526.0,SA,BR,BR-PR,RibeirÃ£o Claro,BR-0954,BR-0954,"-49.777613, -23.228029"
BR-0955,small_airport,Fazenda CalifÃ³rnia Airstrip,1220.0,SA,BR,BR-MS,CamapuÃ£,BR-0955,BR-0955,"-54.184984, -19.094958"
BR-0956,heliport,Pedreira Maria Teresa LTDA Helipad,177.0,SA,BR,BR-SP,SÃ£o Vicente,BR-0956,BR-0956,"-46.461677, -23.925377"
BR-0957,small_airport,Asas do Ar Airport,3802.0,SA,BR,BR-DF,BrasÃ­lia,BR-0957,BR-0957,"-47.574037, -15.610075"
BR-0958,small_airport,Campo Nuic,4718.0,SA,BR,BR-SC,Bom Jardim da Serra,BR-0958,BR-0958,"-49.569167, -28.381667"
BR-0959,heliport,Radin Helipad,2854.0,SA,BR,BR-MG,SÃ£o GonÃ§alo do SapucaÃ­,BR-0959,BR-0959,"-45.595975, -21.892495"
BR-0960,heliport,Heliponto N&F,98.0,SA,BR,BR-ES,Serra,BR-0960,BR-0960,"-40.276987, -20.23078"
BR-0961,small_airport,Fazenda Bela Vista do Caronal Airstrip,466.0,SA,BR,BR-MS,CorumbÃ¡,BR-0961,BR-0961,"-55.973325, -18.205871"
BR-0962,small_airport,TamanduÃ¡ Bandeira - MC Airstrip,1204.0,SA,BR,BR-MS,Ribas do Rio Pardo,BR-0962,BR-0962,"-53.692748, -20.47297"
BR-0963,closed,Fazenda Maravilha Airport,561.0,SA,BR,BR-TO,Arapoema,BR-0963,BR-0963,"-49.280282, -7.648926"
BR-0964,small_airport,Comandante Nelinho Airport,2920.0,SA,BR,BR-SC,AraranguÃ¡,BR-0964,BR-0964,"-49.488253, -28.974435"
BR-0965,heliport,Innovare Hotel Helipad,249.0,SA,BR,BR-SC,Brusque,BR-0965,BR-0965,"-48.914121, -27.096234"
BR-0966,small_airport,Fazenda Santa Rosa Airport,358.0,SA,BR,BR-MT,CÃ¡ceres,BR-0966,BR-0966,"-57.764015, -17.064444"
BR-0967,small_airport,Fazenda Grupo Nissey Airport,581.0,SA,BR,BR-MT,CÃ¡ceres,BR-0967,BR-0967,"-58.557298, -16.170295"
BR-0968,heliport,IrmÃ£os Hort Heliport,151.0,SA,BR,BR-SC,Brusque,BR-0968,BR-0968,"-48.947074, -27.117354"
BR-0969,small_airport,Fazenda Nova BaÃºs Airport,2802.0,SA,BR,BR-GO,Mineiros,BR-0969,BR-0969,"-53.099379, -18.188197"
BR-0970,heliport,Morro do ChapeÃº Heliport,4518.0,SA,BR,BR-MG,Nova Lima,BR-0970,BR-0970,"-43.938806, -20.108965"
BR-0971,small_airport,Fazenda Primavera Airport,118.0,SA,BR,BR-BA,Canavieiras,BR-0971,BR-0971,"-39.152778, -15.5675"
BR-0972,heliport,DIMEP Helipad,2428.0,SA,BR,BR-SP,SÃ£o Paulo,BR-0972,BR-0972,"-46.744149, -23.529347"
BR-0973,heliport,Praiamar Helipad,404.0,SA,BR,BR-SP,Santos,BR-0973,BR-0973,"-46.309025, -23.978763"
BR-0974,small_airport,Suinobras Airport,1588.0,SA,BR,BR-MT,Diamantino,BR-0974,BR-0974,"-56.302743, -14.507296"
BR-0975,small_airport,Fazenda OnÃ§a Parda Airport,1135.0,SA,BR,BR-MS,Novo Horizonte do Sul,BR-0975,BR-0975,"-53.729258, -22.662664"
BR-0976,small_airport,Fazenda Porto Velho Airport,2717.0,SA,BR,BR-MG,Carmo do Cajuru,BR-0976,BR-0976,"-44.698328, -20.313557"
BR-0977,small_airport,Fazenda Rio Bonito Airport,1864.0,SA,BR,BR-MS,Costa Rica,BR-0977,BR-0977,"-52.968926, -19.199871"
BR-0978,small_airport,Fazenda OrquÃ­deas Airport,2762.0,SA,BR,BR-BA,Barreiras,BR-0978,BR-0978,"-46.232993, -11.839133"
BR-0979,heliport,Tibagi Heliport,2808.0,SA,BR,BR-CE,Guaramiranga,BR-0979,BR-0979,"-38.951597, -4.251397"
BR-0980,small_airport,Poletto Airstrip,1663.0,SA,BR,BR-MT,Santa Rita do Trivelato,BR-0980,BR-0980,"-55.280063, -13.7971"
BR-0981,small_airport,Feliz Airport,131.0,SA,BR,BR-RS,Feliz,BR-0981,BR-0981,"-51.295476, -29.447939"
BR-0982,small_airport,Aero Parque TupÃ£ Airport,1516.0,SA,BR,BR-RS,TupanciretÃ£,BR-0982,BR-0982,"-53.864991, -29.08499"
BR-0983,small_airport,Pista Aldeia Pykararankre,751.0,SA,BR,BR-PA,SÃ£o FÃ©lix do Xingu,BR-0983,BR-0983,"-52.657731, -7.459986"
BR-0984,heliport,Office Park Helipad,112.0,SA,BR,BR-PE,Cabo de Santo Agostinho,BR-0984,BR-0984,"-34.948089, -8.255344"
BR-0985,small_airport,Guatambu PiauÃ­ Airstrip,2336.0,SA,BR,BR-BA,Santa Rita de CÃ¡ssia,BR-0985,BR-0985,"-44.388056, -10.598333"
BR-0986,small_airport,Pista Aldeia PykatÃ´,1073.0,SA,BR,BR-PA,Cumaru do Norte,BR-0986,BR-0986,"-51.663419, -8.475134"
BR-0987,small_airport,Fazenda Bela Vista Airport,1522.0,SA,BR,BR-MS,Ribas do Rio Pardo,BR-0987,BR-0987,"-53.373436, -20.388181"
BR-0988,small_airport,Fazenda Guanandy Airport,1781.0,SA,BR,BR-MS,Ponta PorÃ£,BR-0988,BR-0988,"-55.539167, -21.880833"
BR-0989,small_airport,Fazenda GAP SÃ£o Pedro Airstrip,692.0,SA,BR,BR-RS,Uruguaiana,BR-0989,BR-0989,"-56.287292, -30.025758"
BR-0990,heliport,Cacoal TradiÃ§Ã£o Helipad,591.0,SA,BR,BR-RO,Cacoal,BR-0990,BR-0990,"-61.480833, -11.441667"
BR-0991,heliport,Morumbi Corporate Helipad,2795.0,SA,BR,BR-SP,SÃ£o Paulo,BR-0991,BR-0991,"-46.701765, -23.624984"
BR-0992,heliport,Chica Doce Heliport,118.0,SA,BR,BR-CE,Pindoretama,BR-0992,BR-0992,"-38.327637, -4.043894"
BR-0993,heliport,Pedra CaÃ­da Heliport,820.0,SA,BR,BR-MA,Carolina,BR-0993,BR-0993,"-47.443145, -7.041051"
BR-0994,heliport,Concrelagos Heliport,466.0,SA,BR,BR-RJ,Itaperuna,BR-0994,BR-0994,"-41.903754, -21.192935"
BR-0995,small_airport,Fazenda Iracema Airport,535.0,SA,BR,BR-MT,CÃ¡ceres,BR-0995,BR-0995,"-58.097328, -16.079487"
BR-0996,small_airport,Rancho Sinuelo Airport,718.0,SA,BR,BR-MS,Caracol,BR-0996,BR-0996,"-57.057989, -22.114895"
BR-0997,heliport,Fazenda Retiro da Lagoa Heliport,2365.0,SA,BR,BR-MG,Paraopeba,BR-0997,BR-0997,"-44.522138, -19.26604"
BR-0998,heliport,All Park Polo Empresarial Heliport,2461.0,SA,BR,BR-GO,Aparecida de GoiÃ¢nia,BR-0998,BR-0998,"-49.203482, -16.82516"
BR-0999,small_airport,Fazenda Ouro Verde Airport,758.0,SA,BR,BR-MT,Porto Alegre do Norte,BR-0999,BR-0999,"-51.979506, -10.615239"
BR-1000,heliport,CondomÃ­nio Trio RibeirÃ£o Helipad.,2283.0,SA,BR,BR-SP,RibeirÃ£o Preto,BR-1000,BR-1000,"-47.807651, -21.199657"
BR-1001,small_airport,Fazenda Santo Reis Airport,656.0,SA,BR,BR-MT,Lambari d'Oeste,BR-1001,BR-1001,"-57.793889, -15.280833"
BR-1002,small_airport,Fazenda Lagoa Nova Airstrip,2572.0,SA,BR,BR-GO,DamianÃ³polis,BR-1002,BR-1002,"-46.304122, -14.463875"
BR-1003,small_airport,Pista Aldeia Aukre,892.0,SA,BR,BR-PA,OurilÃ¢ndia do Norte,BR-1003,BR-1003,"-51.875628, -7.697574"
BR-1004,heliport,Cifarma Heliport,2569.0,SA,BR,BR-GO,GoiÃ¢nia,BR-1004,BR-1004,"-49.200728, -16.63107"
BR-1005,heliport,Monte Sinai IV Helipad,1808.0,SA,BR,BR-SP,Bauru,BR-1005,BR-1005,"-49.075029, -22.324641"
BR-ALT,small_airport,Alenquer Airport,55.0,SA,BR,BR-PA,Alenquer,BR-ALT,BR-ALT,"-54.7231, -1.917"
BR-SWM,closed,Suia-Missu Airport,<function <lambda> at 0x000001CF3D55D6C0>,SA,BR,BR-MT,Alto Boa Vista,BR-SWM,BR-SWM,"-51.43470001220703, -11.671699523925781"
BSP,small_airport,Bensbach Airport,30.0,OC,PG,PG-WPD,Bensbach,BSP,BSP,"141.259444444, -8.85805555556"
BSV,small_airport,Besakoa Airport,40.0,AF,MG,MG-M,Besakoa,BSV,BSV,"47.0616666667, -15.6725"
BUL,small_airport,Bulolo Airport,2240.0,OC,PG,PG-MPL,Bulolo,BUL,BUL,"146.649541855, -7.216286671410001"
BVP,closed,Bolovip Airstrip,4990.0,OC,PG,PG-WPD,Bolovip,BVP,BVP,"141.655, -5.3633"
BVR,small_airport,Esperadinha Airport,64.0,AF,CV,CV-S,Brava Island,BVR,BVR,"-24.746, 14.864305555600001"
BW-0001,small_airport,Two Rivers Airport,3018.0,AF,BW,BW-KG,Two Rivers,BW-0001,BW-0001,"20.605600357055664, -26.447900772094727"
BW-0002,small_airport,Motopi Airport,3070.0,AF,BW,BW-NW,Motopi,BW-0002,BW-0002,"24.173585, -20.185848"
BW-0003,small_airport,Seronga Airport,3240.0,AF,BW,BW-NW,Seronga,BW-0003,BW-0003,"22.422619, -18.823303"
BW-0004,small_airport,Linyanti Airport,3105.0,AF,BW,BW-NW,Linyanti,BW-0004,BW-0004,"23.808989, -18.46082"
BW-0005,small_airport,Serondella Airport,3070.0,AF,BW,BW-NW,Serondela,BW-0005,BW-0005,"25.031484, -17.8386"
BW-0006,small_airport,Pom Pom Airport,3150.0,AF,BW,BW-NW,Pom Pom Camp,BW-0006,BW-0006,"22.848081, -19.59728"
BW-0007,small_airport,Santawani Airport,3095.0,AF,BW,BW-NW,Santawani Lodge,BW-0007,BW-0007,"23.6211, -19.5092"
BW-0008,small_airport,Tsau Airport,3097.0,AF,BW,BW-NW,Tsau,BW-0008,BW-0008,"22.449275, -20.157905"
BW-0011,small_airport,Oxford Airport,3535.0,AF,BW,BW-KG,Oxford,BW-0011,BW-0011,"24.215, -25.0243"
BW-0012,small_airport,Xade Airstrip,3285.0,AF,BW,BW-GH,Xade,BW-0012,BW-0012,"23.003057, -22.331339"
BW-0013,small_airport,Ghaghoo Mine Airport,3350.0,AF,BW,BW-GH,Gope,BW-0013,BW-0013,"24.7897, -22.6079"
BW-0014,small_airport,Chandia Airstrip,3515.0,AF,BW,BW-NW,Chandia,BW-0014,BW-0014,"25.495408, -18.5154"
BW-0016,small_airport,Khutse Airport,3315.0,AF,BW,BW-KW,Khutse,BW-0016,BW-0016,"24.6036, -23.35592"
BW-0018,small_airport,Ncamasere Airport,3265.0,AF,BW,BW-NW,Ncamasere,BW-0018,BW-0018,"21.9862, -18.569"
BW-0019,small_airport,Etsha Airport,3205.0,AF,BW,BW-NW,Etsha,BW-0019,BW-0019,"22.261864, -19.113219"
BW-0020,small_airport,Ntswi Airport,3140.0,AF,BW,BW-NW,Gunn's Camp,BW-0020,BW-0020,"23.139408, -19.52899"
BW-0021,small_airport,Arizona Airport,2440.0,AF,BW,BW-CE,Arizona Farm,BW-0021,BW-0021,"28.2897, -22.6036"
BW-0022,small_airport,Big Game Airport,3180.0,AF,BW,BW-KG,Big Game,BW-0022,BW-0022,"22.0946, -26.326"
BW-0023,small_airport,Sunny Side Airport,2736.0,AF,BW,BW-CE,Sunny Side,BW-0023,BW-0023,"27.7406, -23.0339"
BW-0024,small_airport,Kwalata Airport,2595.0,AF,BW,BW-CE,Kwalata Ranch,BW-0024,BW-0024,"27.904797, -23.062493"
BW-0025,small_airport,Jwala Airport,2080.0,AF,BW,BW-CE,Jwala,BW-0025,BW-0025,"29.024605, -22.041793"
BW-0026,small_airport,Kgwedi Airport,2005.0,AF,BW,BW-CE,Kgwedi,BW-0026,BW-0026,"29.106636, -22.07392"
BW-0031,closed,Xakanaxa Old Airport,<function <lambda> at 0x000001CF3D55D6C0>,AF,BW,BW-NW,Xakanaxa,BW-0031,BW-0031,"23.43628, -19.196998"
BW-0032,small_airport,Xakanaxa Airport,<function <lambda> at 0x000001CF3D55D6C0>,AF,BW,BW-NW,Xakanaxa,BW-0032,BW-0032,"23.439105, -19.21495"
BW-0035,small_airport,New Xade Airport,<function <lambda> at 0x000001CF3D55D6C0>,AF,BW,BW-GH,New Xade,BW-0035,BW-0035,"22.408025, -22.114649"
BW-0036,small_airport,Matsieng Airstrip,<function <lambda> at 0x000001CF3D55D6C0>,AF,BW,BW-KL,Rasesa,BW-0036,BW-0036,"26.090237, -24.357132"
BW-0037,small_airport,Ncojane Airport,<function <lambda> at 0x000001CF3D55D6C0>,AF,BW,BW-GH,Ncojane,BW-0037,BW-0037,"20.287681, -23.140243"
BW-0043,small_airport,Masame Airport,<function <lambda> at 0x000001CF3D55D6C0>,AF,BW,BW-NW,Masame,BW-0043,BW-0043,"24.841567, -19.329429"
BW-0045,small_airport,Xhumaga Airport,<function <lambda> at 0x000001CF3D55D6C0>,AF,BW,BW-CE,Xhumaga,BW-0045,BW-0045,"24.458519, -20.431797"
BW-0047,small_airport,Kanana Farm Airport,3905.0,AF,BW,BW-GH,Kanana Farm,BW-0047,BW-0047,"21.390602, -21.627363"
BW-0048,small_airport,Selinda Old Airport,<function <lambda> at 0x000001CF3D55D6C0>,AF,BW,BW-NW,Selinda,BW-0048,BW-0048,"23.511192, -18.566713"
BW-0049,small_airport,Jackalas 1 Airport,<function <lambda> at 0x000001CF3D55D6C0>,AF,BW,BW-NE,Jackalas 1,BW-0049,BW-0049,"27.695399, -20.55728"
BW-0050,closed,Mapoka Airport,<function <lambda> at 0x000001CF3D55D6C0>,AF,BW,BW-NE,Mapoka,BW-0050,BW-0050,"27.609445, -20.532004"
BW-0053,small_airport,Mmashoro Airport,<function <lambda> at 0x000001CF3D55D6C0>,AF,BW,BW-CE,Mmashoro,BW-0053,BW-0053,"26.350055, -21.877487"
BW-0054,small_airport,Xudum Airport,3133.0,AF,BW,BW-NW,Xudum,BW-0054,BW-0054,"22.86833, -19.679458"
BW-0055,small_airport,Seba Airport,3163.0,AF,BW,BW-NW,Seba,BW-0055,BW-0055,"22.548999, -19.405037"
BW-HUK,small_airport,Hukuntsi Airport,3720.0,AF,BW,BW-KG,Hukuntsi,BW-HUK,BW-HUK,"21.758101, -23.9897"
BWP,small_airport,Bewani Airport,550.0,OC,PG,PG-SAN,Bewani,BWP,BWP,"141.165277778, -3.0216666666700003"
BXL,seaplane_base,Blue Lagoon Seaplane Base,0.0,OC,FJ,FJ-W,Nanuya Lailai Island,BXL,BXL,"177.368, -16.943"
BXZ,small_airport,Bunsil Airport,201.0,OC,PG,PG-MPL,Bunsil - Umboi Island,BXZ,BXZ,"147.8667, -5.7243"
BY-0001,medium_airport,Balbasovo Air Base,620.0,EU,BY,BY-VI,Orsha,BY-0001,BY-0001,"30.29669952392578, 54.439998626708984"
BY-0002,closed,Bobr Air Base,646.0,EU,BY,BY-MI,Talacyn,BY-0002,BY-0002,"29.376699447631836, 54.375"
BY-0003,medium_airport,Bobrovichi Air Base,440.0,EU,BY,BY-HO,Kalinovichi,BY-0003,BY-0003,"29.360000610351562, 52.27830123901367"
BY-0004,small_airport,Borovtsy Air Base,456.0,EU,BY,BY-VI,Polatsk,BY-0004,BY-0004,"28.678300857500002, 55.6082992554"
BY-0005,small_airport,Polotsk Airfield,469.0,EU,BY,BY-VI,Polotsk,BY-0005,BY-0005,"28.748333, 55.411667"
BY-0006,medium_airport,Osovtsy Air Base,<function <lambda> at 0x000001CF3D55D6C0>,EU,BY,BY-BR,Byaroza,BY-0006,BY-0006,"24.884000778199997, 52.5569992065"
BY-0007,closed,Bykhau Air Base,<function <lambda> at 0x000001CF3D55D6C0>,EU,BY,BY-MA,Bykhau,BY-0007,BY-0007,"30.200000762939453, 53.52000045776367"
BY-0008,small_airport,Bel Airport,<function <lambda> at 0x000001CF3D55D6C0>,EU,BY,BY-MA,Krichaw,BY-0008,BY-0008,"31.6715240479, 53.77580473"
BY-0009,small_airport,Lida Air Base,<function <lambda> at 0x000001CF3D55D6C0>,EU,BY,BY-HR,Lida,BY-0009,BY-0009,"25.377, 53.877"
BY-0010,heliport,Borovukha-2 Helipad,<function <lambda> at 0x000001CF3D55D6C0>,EU,BY,BY-VI,Polatsk,BY-0010,BY-0010,"28.7904453278, 55.534696443"
BY-0016,small_airport,Gorki,<function <lambda> at 0x000001CF3D55D6C0>,EU,BY,BY-MA,Gorki,BY-0016,BY-0016,"30.948463, 54.30052"
BY-0017,closed,Kokhanovichi Airfield,420.0,EU,BY,BY-MI,Kokhanovichi,BY-0017,BY-0017,"28.09827, 55.85734"
BY-0018,closed,Bozhki Airstrip,410.0,EU,BY,BY-MI,Bozhki,BY-0018,BY-0018,"28.025859, 55.816719"
BY-0019,closed,Zheludok Heliport,417.0,EU,BY,BY-HR,Zheludok,BY-0019,BY-0019,"24.9719, 53.598206"
BY-0020,heliport,Njeman Heliport,465.0,EU,BY,BY-HR,Njeman,BY-0020,BY-0020,"25.5686, 53.6793"
BY-0021,heliport,Drozdy Heliport,703.0,EU,BY,BY-MI,Drozdy,BY-0021,BY-0021,"27.5053, 53.9506"
BY-0022,small_airport,Dzerzhinsky Highway Strip,690.0,EU,BY,BY-MI,Dzerzhinsky,BY-0022,BY-0022,"27.339573, 53.68874"
BY-0023,small_airport,Bobruisk Aeroclub,500.0,EU,BY,BY-MA,Babruysk,BY-0023,BY-0023,"29.129039, 53.21033"
BY-0024,small_airport,Karolin Airfield,<function <lambda> at 0x000001CF3D55D6C0>,EU,BY,BY-HR,Grodno,BY-0024,BY-0024,"23.737307, 53.634045"
BY-0025,small_airport,Voigovka Airfield,594.0,EU,BY,BY-MI,Voigovka,BY-0025,BY-0025,"27.550494, 53.621279"
BY-0027,small_airport,Kisyali Airfield,<function <lambda> at 0x000001CF3D55D6C0>,EU,BY,BY-MI,Kisyali,BY-0027,BY-0027,"26.924768, 54.028259"
BY-0028,small_airport,Vidzy Airstrip,466.0,EU,BY,BY-VI,Vidzy,BY-0028,BY-0028,"26.626022, 55.37879"
BY-0032,small_airport,Mazalovo Airstrip,630.0,EU,BY,BY-MA,Mazalovo,BY-0032,BY-0032,"31.58801, 53.973285"
BY-1095,closed,Postavy Air Base,472.0,EU,BY,BY-VI,Postavy,BY-1095,BY-1095,"26.7617, 55.116699"
BY-1210,closed,Maladzyechna Air Base,682.0,EU,BY,BY-MI,Maladzyechna,BY-1210,BY-1210,"26.871700286865234, 54.24829864501953"
BY-3111,closed,Zhurzhevo Air Base,636.0,EU,BY,BY-VI,Vitebsk,BY-3111,BY-3111,"30.2467, 55.255001"
BY-4247,small_airport,Pribytki Air Base,456.0,EU,BY,BY-HO,Gomel,BY-4247,BY-4247,"31.163299560546875, 52.30500030517578"
BY-7836,closed,Smarhon Air Base,558.0,EU,BY,BY-HR,Smorgon,BY-7836,BY-7836,"26.306699752807617, 54.52330017089844"
BY-9934,small_airport,Luninets Air Base,472.0,EU,BY,BY-BR,Luninets,BY-9934,BY-9934,"26.774999618530273, 52.275001525878906"
BYL,small_airport,Bella Yella Airport,690.0,AF,LR,LR-LO,Beliyela,BYL,BYL,"-9.99372222222, 7.36916666667"
BYV,seaplane_base,Beira Lake Seaplane Base,17.0,AS,LK,LK-1,Colombo,BYV,BYV,"79.85416666670001, 6.9294444444400005"
BZB,medium_airport,Bazaruto Island Airport,<function <lambda> at 0x000001CF3D55D6C0>,AF,MZ,MZ-I,Bazaruto Island,BZB,BZB,"35.4729, -21.5411"
BZM,small_airport,Bemolanga Airport,950.0,AF,MG,MG-M,Bemolanga,BZM,BZM,"45.0888333333, -17.6925"
C21,heliport,Commonwealth Health Center Heliport,16.0,OC,MP,MP-U-A,Garapan,C21,C21,"145.7209930419922, 15.209699630737305"
C23,small_airport,Peleliu Airport,9.0,OC,PW,PW-350,Babelthuap Island,C23,C23,"134.23300170898438, 7"
Cark,small_airport,Cark airfield,20.0,EU,GB,GB-ENG,Cark,Cark,Cark,"-2.962299, 54.163753"
CD-0001,small_airport,Wageni Airport,3786.0,AF,CD,CD-NK,Beni,CD-0001,CD-0001,"29.475803, 0.510171"
CD-0002,small_airport,Kashobwe Airport,3100.0,AF,CD,CD-KA,Kashobwe,CD-0002,CD-0002,"28.619004, -9.666293"
CD-0003,small_airport,Nagero,2437.0,AF,CD,CD-OR,Nagero,CD-0003,CD-0003,"29.509964, 3.746155"
CD-0004,small_airport,Djolu Airport,<function <lambda> at 0x000001CF3D55D6C0>,AF,CD,CD-EQ,Djolu,CD-0004,CD-0004,"22.463769, 0.63328"
CD-0005,small_airport,Pimu Airport,<function <lambda> at 0x000001CF3D55D6C0>,AF,CD,CD-EQ,Pimu,CD-0005,CD-0005,"20.904077, 1.778935"
CD-0006,small_airport,Bondo Airport,<function <lambda> at 0x000001CF3D55D6C0>,AF,CD,CD-OR,Bondo,CD-0006,CD-0006,"23.671694, 3.815869"
CD-0008,small_airport,Dungu Airport,<function <lambda> at 0x000001CF3D55D6C0>,AF,CD,CD-OR,Dungu,CD-0008,CD-0008,"28.601282, 3.677731"
CD-0009,small_airport,Zaniwe Airport,<function <lambda> at 0x000001CF3D55D6C0>,AF,CD,CD-OR,Zaniwe,CD-0009,CD-0009,"29.127699, 3.679098"
CD-0010,small_airport,Mambasa Airport,<function <lambda> at 0x000001CF3D55D6C0>,AF,CD,CD-OR,Mambasa,CD-0010,CD-0010,"29.080458, 1.348012"
CD-0011,small_airport,Mongbwalu Airport,<function <lambda> at 0x000001CF3D55D6C0>,AF,CD,CD-OR,Mongbwalu,CD-0011,CD-0011,"30.060973, 1.943837"
CD-0012,small_airport,Mahagi Airport,<function <lambda> at 0x000001CF3D55D6C0>,AF,CD,CD-OR,Mahagi,CD-0012,CD-0012,"31.026256, 2.293288"
CD-0013,small_airport,Poko Airport,<function <lambda> at 0x000001CF3D55D6C0>,AF,CD,CD-OR,Poko,CD-0013,CD-0013,"26.885307, 3.135479"
CD-0014,small_airport,Monga Airstrip,<function <lambda> at 0x000001CF3D55D6C0>,AF,CD,CD-OR,Monga,CD-0014,CD-0014,"22.824927, 4.20151"
CD-0015,small_airport,Epulu Airport,<function <lambda> at 0x000001CF3D55D6C0>,AF,CD,CD-OR,Epulu,CD-0015,CD-0015,"28.569931, 1.409542"
CD-0016,small_airport,Nia-Nia Airport,<function <lambda> at 0x000001CF3D55D6C0>,AF,CD,CD-OR,Nia-Nia,CD-0016,CD-0016,"27.610131, 1.399379"
CD-0017,small_airport,Aru Airport,<function <lambda> at 0x000001CF3D55D6C0>,AF,CD,CD-OR,Aru,CD-0017,CD-0017,"30.833833, 2.884104"
CD-0018,small_airport,Ishango Airport,<function <lambda> at 0x000001CF3D55D6C0>,AF,CD,CD-NK,Ishango,CD-0018,CD-0018,"29.608915, -0.125497"
CD-0019,small_airport,Tshimpumpu Airport,<function <lambda> at 0x000001CF3D55D6C0>,AF,CD,CD-KW,Tshimpumpu,CD-0019,CD-0019,"21.409722, -5.302778"
CD-0020,small_airport,Bokoro Airport,<function <lambda> at 0x000001CF3D55D6C0>,AF,CD,CD-BN,Bokoro,CD-0020,CD-0020,"18.352778, -2.884722"
CD-0021,small_airport,Boeli Airstrip,2369.0,AF,CD,CD-OR,Boeli,CD-0021,CD-0021,"27.08276, 4.169336"
CD-0022,small_airport,Dakwa Airport,2148.0,AF,CD,CD-OR,Dakwa,CD-0022,CD-0022,"26.43509, 3.99561"
CD-0023,small_airport,Nebobongo Airport,2558.0,AF,CD,CD-OR,Nebobongo,CD-0023,CD-0023,"27.63125, 2.458075"
CF-0001,small_airport,Bamingui Airport,<function <lambda> at 0x000001CF3D55D6C0>,AF,CF,CF-BB,Bamingui,CF-0001,CF-0001,"20.171798, 7.584231"
